qtype,qcode,question,group,answer,e1,e2,aee1,aee2,hard,c1,c2,cchange,sd1,sd2,sd2.sd1,best,worst,aee1.ans,num,calibration,improve,propimprove
dates,7,Genghis Khan,20,1162,1351,1260,189,98,5.75,3.25,5.25,2,197.8096728,40,0.20221458,1111,1563,0.162650602,4,-0.105409255,1,0.5
dates,7,Genghis Khan,21,1162,1350,1134.333333,188,27.66666667,5,4.666666667,5.333333333,0.666666667,390.5124838,13.65039682,0.034955084,1150,1800,0.161790017,3,0,1,0.666666667
dates,7,Genghis Khan,22,1162,1364,1347.75,202,185.75,5,3,3.5,0.5,153.4405422,101.1941204,0.65950054,1146,1500,0.17383821,4,0.316227766,1,0.5
dates,7,Genghis Khan,23,1162,1475,1432.5,313,270.5,5.25,2.5,3.25,0.75,132.2875656,27.53785274,0.2081666,1300,1600,0.269363167,4,-0.8,1,0.5
dates,7,Genghis Khan,24,1162,1263,1362,101,200,5.75,2.5,5,2.5,110.1483848,4,0.03631465,1200,1428,0.086919105,4,0.2,0,0.25
dates,7,Genghis Khan,25,1162,1426,1230,264,68,5.6,1.6,4.6,3,330.7264731,27.38612788,0.082805974,1200,1930,0.227194492,5,0.625,1,0.4
dates,7,Genghis Khan,26,1162,1336.2,1202.6,174.2,40.6,6.4,2,3.6,1.6,353.126323,5.813776741,0.016463731,1200,1729,0.149913941,5,0.894427191,1,0.8
dates,7,Genghis Khan,27,1162,1251.4,1257,89.4,95,5.2,3.2,4.4,1.2,150.9794688,42.95346319,0.284498704,1200,1400,0.076936317,5,0.102597835,0,0.6
dates,7,Genghis Khan,28,1162,1450,1308,288,146,6.4,1.2,3.6,2.4,223.6067977,17.88854382,0.08,1200,1750,0.247848537,5,-0.353553391,1,0.6
dates,7,Genghis Khan,29,1162,1457,1247.8,295,85.8,6.6,2,3.4,1.4,174.0545891,85.90227005,0.49353637,1200,1630,0.253872633,5,-0.335410197,1,0.8
dates,7,Genghis Khan,30,1162,1328,1306.8,166,144.8,6.4,1.4,4.2,2.8,349.4388358,264.7096523,0.757527856,1170,1910,0.142857143,5,0.288675135,1,0.6
dates,7,Genghis Khan,31,1162,1233.666667,1180,71.66666667,18,5.833333333,2.166666667,2.833333333,0.666666667,135.6800157,40.21442527,0.296391661,1189,1402,0.061675273,6,0.529640898,1,0.666666667
dates,7,Genghis Khan,32,1162,1273.5,1226.25,111.5,64.25,5.25,2.5,4.25,1.75,49.08156477,83.20406641,1.69522033,1200,1300,0.09595525,4,-0.942809042,1,0.75
dates,7,Genghis Khan,34,1162,1250,1212.5,88,50.5,5.25,3.25,4.25,1,70.71067812,25,0.353553391,1200,1350,0.075731497,4,0.737864787,1,0.5
dates,7,Genghis Khan,35,1162,1458.5,1485.5,296.5,323.5,5.75,2.5,3.75,1.25,286.2790014,4.358898944,0.015226052,1200,1850,0.255163511,4,-0.6,0,0.25
dates,7,Genghis Khan,36,1162,1355.8,1234.6,193.8,72.6,6,2,2.8,0.8,334.8271196,43.92948896,0.13120051,1200,1921,0.166781411,5,0,1,0.6
dates,7,Genghis Khan,37,1162,1433.6,1269.6,271.6,107.6,5.4,3.6,4.4,0.8,279.1635721,29.67827488,0.106311417,1200,1885,0.23373494,5,0.6,1,0.6
dates,7,Genghis Khan,38,1162,1265,1202.5,103,40.5,6.25,2.25,4,1.75,302.5998458,41.93248542,0.138574048,1160,1700,0.088640275,4,0.316227766,1,0.75
dates,7,Genghis Khan,39,1162,1512.5,1125,350.5,37,6.5,1.5,4,2.5,396.6001345,50,0.126071566,1100,1900,0.301635112,4,0.894427191,1,0.75
dates,8,Kanto,1,1923,1805.25,2010,117.75,87,6.75,1.5,3,1.5,283.3788689,0,0,1990,1400,0.061232449,4,0.25819889,1,0.75
dates,8,Kanto,2,1923,1892.333333,1820.666667,30.66666667,102.3333333,6,1.333333333,2,0.666666667,184.6248448,152.0570069,0.823599917,1982,1680,0.015947305,3,0,0,0
dates,8,Kanto,3,1923,1606,1592,317,331,6.666666667,1.666666667,1.333333333,-0.333333333,525.2313776,512.687039,0.976116548,1930,1000,0.164846594,3,0,0,0
dates,8,Kanto,4,1923,1815,1805.5,108,117.5,6,1.25,2.75,1.5,99.47193909,91.07323061,0.915567058,1902,1680,0.056162246,4,-0.25819889,0,0
dates,8,Kanto,5,1923,1736.6,1628,186.4,295,6.8,1.4,1.2,-0.2,275.3757433,364.5874381,1.323963519,1970,1400,0.096931877,5,0.288675135,0,0.2
dates,8,Kanto,6,1923,1520.2,1350,402.8,573,6.8,1.4,2,0.6,453.5032525,295.8039892,0.652264317,1975,1000,0.209464379,5,-0.353553391,0,0.2
dates,8,Kanto,7,1923,1863,1819,60,104,6.5,2.75,3,0.25,139.8427689,149.7798384,1.071058873,1940,1700,0.031201248,4,-0.210818511,0,0.25
dates,8,Kanto,8,1923,1920.75,1949.25,2.25,26.25,6,3.5,3.75,0.25,51.11017511,6.396613687,0.125153429,1935,1845,0.001170047,4,0.4,0,0.25
dates,8,Kanto,9,1923,1775.4,1873.8,147.6,49.2,6.6,1.2,5.2,4,239.8870568,25.84956479,0.10775723,1901,1348,0.07675507,5,0.707106781,1,0.2
dates,8,Kanto,10,1923,1910.6,1900,12.4,23,6.8,1.2,1.8,0.6,77.471285,0,0,1920,1820,0.006448258,5,-0.353553391,0,0.8
dates,8,Kanto,11,1923,1615,1356,308,567,6.75,1.25,2.25,1,312.5262656,24.17988144,0.077369118,1898,1341,0.160166407,4,0.25819889,0,0
dates,8,Kanto,12,1923,1813.75,1417.5,109.25,505.5,6.5,1.75,2,0.25,240.0477383,23.62907813,0.098434913,1900,1460,0.056812272,4,0.272165527,0,0
dates,8,Kanto,13,1923,1523.4,1479.4,399.6,443.6,7,1.2,2,0.8,134.5652258,174.1028432,1.293817493,1637,1300,0.207800312,5,0.353553391,0,0.4
dates,8,Kanto,14,1923,1684.5,1582.5,238.5,340.5,6.75,1.5,2,0.5,328.0259136,247.4368606,0.754321078,1900,1300,0.124024961,4,0.774596669,0,0
dates,8,Kanto,15,1923,1491,1150,432,773,6.75,2,2.75,0.75,429.7022225,100,0.232719299,1980,1000,0.224648986,4,0.316227766,0,0.25
dates,8,Kanto,16,1923,1783.333333,1716.666667,139.6666667,206.3333333,6.666666667,1.666666667,3.666666667,2,160.7275127,125.8305739,0.782881361,1900,1600,0.072629572,3,0,0,0
dates,8,Kanto,17,1923,1760.5,1709,162.5,214,6.25,2,5.25,3.25,78.32198499,6,0.076606843,1850,1680,0.08450338,4,-0.25819889,0,0.25
dates,8,Kanto,18,1923,1760.25,1813,162.75,110,5,3.25,3.25,0,376.1651898,209.0518277,0.555744746,1920,1200,0.084633385,4,0.4,1,0.75
dates,8,Kanto,23,1923,1650,1610,273,313,5.75,2,2,0,234.520788,166.73332,0.710953265,1850,1400,0.141965679,4,-0.5,0,0.25
dates,8,Kanto,24,1923,1774.5,1786,148.5,137,6.25,1.25,1.25,0,250.1019792,261.6371533,1.046121883,1967,1530,0.077223089,4,0.25819889,1,0.25
dates,8,Kanto,25,1923,1861,1780,62,143,6.8,1.2,2,0.8,211.9079989,160.4680654,0.75725346,1940,1500,0.03224129,5,0,0,0.2
dates,8,Kanto,27,1923,1666.4,1736.4,256.6,186.6,6.6,1.6,1.6,0,308.4068741,341.6793819,1.107885104,1880,1200,0.133437337,5,-0.707106781,1,0.2
dates,8,Kanto,29,1923,1691.6,1639,231.4,284,6.4,1.6,2.4,0.8,265.3964958,317.1040839,1.194831465,1900,1250,0.120332813,5,-0.447213595,0,0.2
dates,8,Kanto,30,1923,1725.4,1622.8,197.6,300.2,6.6,1.2,2,0.8,311.8714479,297.5788971,0.95417166,1907,1260,0.10275611,5,0.707106781,0,0.2
dates,8,Kanto,31,1923,1644.833333,1613.333333,278.1666667,309.6666667,6.333333333,1.666666667,1.333333333,-0.333333333,349.9430906,344.2717919,0.983793654,1902,1200,0.144652453,6,-0.664211164,0,0.166666667
dates,8,Kanto,32,1923,1825,1960,98,37,6.5,2,1.5,-0.5,283.9600911,40,0.140864865,1940,1400,0.050962038,4,0,1,0.25
dates,8,Kanto,33,1923,1891.5,1911.25,31.5,11.75,6,1.25,1.25,0,85.29751853,14.36140662,0.168368399,1920,1800,0.016380655,4,0.816496581,1,0.75
dates,8,Kanto,34,1923,1922.5,1912.5,0.5,10.5,5.75,3.25,3.25,0,53.30728531,22.54624876,0.422948733,1910,1855,0.00026001,4,0.4,0,0.5
dates,8,Kanto,35,1923,1828.5,1970.5,94.5,47.5,6.5,1.5,1.75,0.25,227.6744752,49.99666656,0.219597153,1980,1500,0.049141966,4,-0.447213595,1,0.25
dates,8,Kanto,37,1923,1681.2,1694.2,241.8,228.8,6,3.4,2.8,-0.6,328.6148201,308.190201,0.937846324,1902,1255,0.12574103,5,-0.718184846,1,0.2
dates,8,Kanto,38,1923,1600,1625,323,298,7,1.25,1,-0.25,182.5741858,189.2969449,1.036822068,1800,1400,0.167966719,4,0.774596669,1,0.5
dates,8,Kanto,39,1923,1683.5,1522.25,239.5,400.75,6.5,1.25,2.75,1.5,333.575079,320.6767583,0.961333081,1945,1300,0.124544982,4,-0.774596669,0,0
dates,1,Penn,1,1740,1787,1763,47,23,4.75,3.5,5,1.5,23.70653918,7.571877794,0.319400387,1764,1820,0.027011494,4,0.4,1,0.75
dates,1,Penn,2,1740,1838.666667,1823,98.66666667,83,4.333333333,4,4,0,34.93326972,33.86738844,0.969488076,1801,1870,0.056704981,3,1,1,0.666666667
dates,1,Penn,3,1740,1792.666667,1854,52.66666667,114,5,2.666666667,3,0.333333333,167.000998,46.77606225,0.280094507,1600,1896,0.030268199,3,0.866025404,0,0.666666667
dates,1,Penn,4,1740,1821,1854.75,81,114.75,4.75,4.75,4.5,-0.25,66.70832032,42.5,0.637101936,1741,1876,0.046551724,4,-0.833333333,0,0
dates,1,Penn,5,1740,1791.4,1748,51.4,8,4.4,3.2,5,1.8,83.18834053,30.87069808,0.371094049,1741,1887,0.02954023,5,0.526315789,1,0.6
dates,1,Penn,6,1740,1798.6,1833.8,58.6,93.8,3.8,4.6,5.4,0.8,63.66945893,42.34028814,0.665001539,1706,1885,0.033678161,5,-0.288675135,0,0.2
dates,1,Penn,7,1740,1799.75,1766.25,59.75,26.25,5.75,3,3.75,0.75,84.89356081,22.06618831,0.259927704,1700,1905,0.03433908,4,0.5,1,0.75
dates,1,Penn,8,1740,1770.5,1788.75,30.5,48.75,3.75,5.5,6,0.5,17.76701063,22.96918225,1.292799488,1749,1787,0.017528736,4,0.316227766,0,0.25
dates,1,Penn,9,1740,1737.6,1740,2.4,0,2.4,5.4,7,1.6,48.82929449,0,0,1740,1660,0.00137931,5,0.615587011,1,0.8
dates,1,Penn,10,1740,1826,1740,86,0,4,4.4,6.8,2.4,57.70615219,0,0,1740,1890,0.049425287,5,0.892217816,1,0.8
dates,1,Penn,11,1740,1782.75,1764,42.75,24,3.5,5,5.75,0.75,29.8370575,0,0,1758,1824,0.024568966,4,0.632455532,1,0.5
dates,1,Penn,12,1740,1759.25,1740,19.25,0,3.75,4.25,6.25,2,48.38302044,0,0,1740,1804,0.011063218,4,0.8,1,0.75
dates,1,Penn,13,1740,1795.8,1738,55.8,2,4.2,4,6.8,2.8,73.7509322,4.472135955,0.060638365,1740,1918,0.032068966,5,0.1,1,0.8
dates,1,Penn,15,1740,1781.25,1740,41.25,0,3.75,5.25,6,0.75,54.52445934,0,0,1740,1850,0.023706897,4,0.948683298,1,0.75
dates,1,Penn,16,1740,1792,1785.666667,52,45.66666667,4.666666667,3.333333333,4.333333333,1,9.848857802,8.082903769,0.820694534,1781,1800,0.029885057,3,1,1,0.333333333
dates,1,Penn,17,1740,1753.5,1746,13.5,6,3.75,4.5,6.5,2,51.5719562,0,0,1746,1800,0.007758621,4,0.2,1,0.75
dates,1,Penn,18,1740,1798.25,1740,58.25,0,3,5.5,6.75,1.25,62.37721272,0,0,1740,1886,0.033477011,4,0.8,1,0.75
dates,1,Penn,19,1740,1789.25,1754,49.25,14,5.25,3.75,6,2.25,26.8747093,4,0.148838819,1760,1820,0.028304598,4,0.737864787,1,1
dates,1,Penn,20,1740,1771.5,1735.5,31.5,4.5,3.5,4.75,5.5,0.75,68.67071185,4.123105626,0.06004169,1740,1836,0.018103448,4,0.948683298,1,0.75
dates,1,Penn,21,1740,1782,1767.333333,42,27.33333333,4,4.666666667,5.666666667,1,13,0.577350269,0.044411559,1767,1790,0.024137931,3,0,1,0.666666667
dates,1,Penn,22,1740,1753,1740,13,0,3.25,5.5,6.75,1.25,54.02468572,0,0,1740,1826,0.007471264,4,0.447213595,1,0.75
dates,1,Penn,23,1740,1782.5,1782.25,42.5,42.25,3.75,4.25,5.25,1,7.141428429,10.21028893,1.429726424,1775,1792,0.024425287,4,0.4,1,0.25
dates,1,Penn,24,1740,1796.25,1750.75,56.25,10.75,4,4.5,4.5,0,51.09712973,26.37391388,0.516152551,1734,1853,0.032327586,4,-0.4,1,1
dates,1,Penn,25,1740,1783.6,1769.8,43.6,29.8,3.6,4.2,5.4,1.2,10.21273715,17.46997424,1.71060647,1772,1800,0.025057471,5,0.236842105,1,0.4
dates,1,Penn,26,1740,1792.4,1776.8,52.4,36.8,4.8,3.2,4.8,1.6,40.00999875,12.77497554,0.319294575,1740,1850,0.030114943,5,0.866025404,1,0.4
dates,1,Penn,27,1740,1837.2,1740,97.2,0,3.6,3.8,6.8,3,80.85295295,0,0,1740,1938,0.055862069,5,0.461690258,1,0.8
dates,1,Penn,28,1740,1773.6,1764.8,33.6,24.8,4.2,3.8,4.4,0.6,15.70986951,17.69745744,1.126518424,1754,1790,0.019310345,5,0.820782682,1,0.8
dates,1,Penn,29,1740,1839,1785.4,99,45.4,5,3.4,4.4,1,35.74912586,3.577708764,0.100078217,1780,1870,0.056896552,5,0.790569415,1,0.8
dates,1,Penn,30,1740,1783.8,1740,43.8,0,3.4,4.4,6.8,2.4,64.89761167,0,0,1740,1897,0.025172414,5,0.359092423,1,0.8
dates,1,Penn,31,1740,1739.666667,1740,0.333333333,0,4.666666667,4,6.666666667,2.666666667,52.62952277,0,0,1740,1822,0.000191571,6,0.81167945,1,0.833333333
dates,1,Penn,32,1740,1764,1740,24,0,4,5.25,6,0.75,18.11077028,0,0,1740,1778,0.013793103,4,0.316227766,1,0.75
dates,1,Penn,33,1740,1791.5,1783.75,51.5,43.75,3.5,4.75,4,-0.75,22.36813209,34.36446808,1.536313714,1762,1815,0.029597701,4,0.316227766,1,0.5
dates,1,Penn,34,1740,1787.25,1740,47.25,0,3.25,5,6.25,1.25,106.4436471,0,0,1740,1929,0.027155172,4,0,1,0.75
dates,1,Penn,35,1740,1728.25,1781,11.75,41,4.75,4,5.25,1.25,115.5980825,9.273618495,0.080222944,1768,1556,0.006752874,4,0.8,0,0.5
dates,1,Penn,36,1740,1775.8,1742.8,35.8,2.8,4.2,4,6,2,37.71869563,1.095445115,0.029042497,1740,1817,0.020574713,5,0.474341649,1,0.6
dates,1,Penn,37,1740,1776.8,1740.4,36.8,0.4,4.2,5,6.2,1.2,26.48018127,0.894427191,0.033777231,1740,1806,0.021149425,5,-0.447213595,1,0.8
dates,1,Penn,38,1740,1786.25,1790,46.25,50,5,3,5.5,2.5,12.5,0,0,1770,1800,0.02658046,4,0.105409255,0,0.25
dates,1,Penn,39,1740,1792.75,1746,52.75,6,4.5,3.75,5.75,2,77.98023254,0,0,1753,1902,0.030316092,4,0.948683298,1,1
dates,4,Print Press,1,1440,1758.5,1630.75,318.5,190.75,4.25,5.25,5,-0.25,117.5372281,15.08586535,0.128349678,1604,1853,0.221180556,4,-0.25819889,1,0.75
dates,4,Print Press,2,1440,1794,1626,354,186,6,3,4.666666667,1.666666667,116.0517126,46.77606225,0.403062231,1680,1912,0.245833333,3,0,1,0.666666667
dates,4,Print Press,3,1440,1840,1830,400,390,6,3,4.333333333,1.333333333,81.85352772,70,0.85518611,1750,1910,0.277777778,3,-0.5,1,0.333333333
dates,4,Print Press,4,1440,1649.5,1526,209.5,86,4.5,4.25,4.75,0.5,156.3105883,121.3919272,0.776607193,1486,1860,0.145486111,4,0,1,1
dates,4,Print Press,5,1440,1722,1687,282,247,4.8,3.8,2.8,-1,53.22123636,53.80520421,1.010972459,1660,1780,0.195833333,5,-0.153896753,1,0.4
dates,4,Print Press,6,1440,1684,1552,244,112,4.6,2.4,4.8,2.4,151.4265499,30.94349689,0.204346575,1500,1890,0.169444444,5,-0.288675135,1,0.8
dates,4,Print Press,7,1440,1605.25,1576.25,165.25,136.25,6.5,3,3.25,0.25,301.2699509,250.8444073,0.832623388,1601,1920,0.114756944,4,0.632455532,1,0.25
dates,4,Print Press,8,1440,1800,1737.5,360,297.5,4.25,4.75,5,0.25,89.8146239,12.58305739,0.140100318,1700,1890,0.25,4,-0.4,1,0.5
dates,4,Print Press,9,1440,1511,1337.2,71,102.8,4,4.6,6,1.4,233.0343322,13.75499909,0.059025634,1400,1915,0.049305556,5,-0.552631579,0,0.2
dates,4,Print Press,10,1440,1510.6,1452.8,70.6,12.8,5.4,3,6.6,3.6,53.9610971,0.447213595,0.008287704,1453,1600,0.049027778,5,0.344123601,1,0.8
dates,4,Print Press,11,1440,1679.75,1450,239.75,10,3.75,4,6.5,2.5,193.1672419,0,0,1450,1845,0.166493056,4,0.8,1,0.75
dates,4,Print Press,12,1440,1613.5,1450.5,173.5,10.5,5.5,2.75,3.5,0.75,161.8013185,13.20353488,0.081603382,1392,1760,0.120486111,4,-0.774596669,1,1
dates,4,Print Press,13,1440,1716.4,1515.8,276.4,75.8,5.4,2.8,4.4,1.6,199.3609791,19.96747355,0.100157381,1520,2000,0.191944444,5,0.974679434,1,0.6
dates,4,Print Press,14,1440,1740,1788,300,348,4.75,2,3.5,1.5,134.412301,8.485281374,0.063128756,1550,1860,0.208333333,4,0.316227766,0,0.5
dates,4,Print Press,15,1440,1769,1443.75,329,3.75,4.5,4.25,5,0.75,216.6810252,31.45764348,0.145179503,1450,1920,0.228472222,4,0.632455532,1,0.75
dates,4,Print Press,16,1440,1580,1450,140,10,5.333333333,2.666666667,5.666666667,3,225.166605,0,0,1450,1840,0.097222222,3,0.866025404,1,0.333333333
dates,4,Print Press,17,1440,1523.75,1485,83.75,45,4.75,3.25,4.75,1.5,363.5788544,24.13848932,0.066391345,1560,1000,0.058159722,4,0.4,1,1
dates,4,Print Press,18,1440,1556.75,1488,116.75,48,3.75,5,6,1,265.0124211,10.86278049,0.040989703,1491,1870,0.081076389,4,0.632455532,1,0.75
dates,4,Print Press,19,1440,1758.25,1677.5,318.25,237.5,5,3.75,3.25,-0.5,137.2549331,117.5797602,0.856652344,1558,1850,0.221006944,4,0.210818511,1,0.5
dates,4,Print Press,20,1440,1615.25,1532.5,175.25,92.5,4,3.75,5,1.25,124.4732234,60.62177826,0.48702666,1455,1740,0.121701389,4,0.948683298,1,0.5
dates,4,Print Press,21,1440,1756.666667,1685,316.6666667,245,4.666666667,4.333333333,4.666666667,0.333333333,136.5039682,142.9160593,1.046973661,1600,1850,0.219907407,3,0.866025404,1,0.333333333
dates,4,Print Press,22,1440,1823.75,1720.5,383.75,280.5,4.75,3,4.75,1.75,81.99339404,24.58319209,0.299819179,1710,1895,0.266493056,4,-0.4,1,0.75
dates,4,Print Press,23,1440,1740.5,1724.25,300.5,284.25,4.25,4.25,5,0.75,188.3286135,31.5,0.167260829,1500,1942,0.208680556,4,0.632455532,1,0.75
dates,4,Print Press,24,1440,1717.75,1453,277.75,13,4,3.75,6.25,2.5,198.8640658,0,0,1450,1901,0.192881944,4,0.4,1,0.75
dates,4,Print Press,25,1440,1705,1735,265,295,5,4,4.6,0.6,66.52067348,32.01562119,0.48128829,1600,1765,0.184027778,5,-0.368421053,0,0.2
dates,4,Print Press,26,1440,1767.6,1483.2,327.6,43.2,4.8,3.6,4.2,0.6,172.4320156,18.19890107,0.105542471,1480,1912,0.2275,5,0.564288094,1,0.8
dates,4,Print Press,27,1440,1637.4,1574,197.4,134,4.8,4.2,3.4,-0.8,292.8972516,169.9411663,0.580207446,1480,1905,0.137083333,5,-0.820782682,1,0.8
dates,4,Print Press,28,1440,1622,1501.6,182,61.6,6.2,2.6,3.8,1.2,102.0784012,59.3531802,0.581447,1500,1750,0.126388889,5,0.737864787,1,0.8
dates,4,Print Press,29,1440,1707.2,1624.8,267.2,184.8,5.4,3,3.2,0.2,148.2538364,119.771449,0.807880942,1450,1820,0.185555556,5,0.210818511,1,0.6
dates,4,Print Press,30,1440,1684.4,1615.6,244.4,175.6,4.2,4,3.6,-0.4,175.582744,37.47399098,0.213426389,1420,1897,0.169722222,5,0.3,1,0.8
dates,4,Print Press,31,1440,1593.166667,1450.333333,153.1666667,10.33333333,5.166666667,3.166666667,3.333333333,0.166666667,170.3589348,60.73768737,0.356527748,1390,1801,0.106365741,6,0.6172134,1,0.666666667
dates,4,Print Press,32,1440,1749.5,1536,309.5,96,4.5,4.25,5.5,1.25,150.9293433,0,0,1536,1862,0.214930556,4,-0.4,1,0.75
dates,4,Print Press,33,1440,1628.75,1553.75,188.75,113.75,5,3.25,5.5,2.25,121.5438878,2.5,0.020568702,1500,1760,0.131076389,4,0.737864787,1,0.5
dates,4,Print Press,34,1440,1829.5,1550,389.5,110,4.5,3.75,4,0.25,174.7941647,187.0828693,1.070303861,1596,1990,0.270486111,4,-0.6,1,1
dates,4,Print Press,35,1440,1817.5,1841.5,377.5,401.5,5.5,3,4.25,1.25,93.22910847,17,0.182346483,1740,1940,0.262152778,4,-0.632455532,0,0.25
dates,4,Print Press,36,1440,1692,1487,252,47,4.8,3.4,3.4,0,204.8401816,164.4734021,0.802935248,1415,1860,0.175,5,0,1,0.8
dates,4,Print Press,37,1440,1590.6,1565,150.6,125,5,3.8,5.4,1.6,107.3047063,93.6322594,0.872582971,1459,1725,0.104583333,5,-0.820782682,1,0.4
dates,4,Print Press,38,1440,1712.5,1520,272.5,80,4.75,3.25,3.25,0,192.0720351,24.49489743,0.127529744,1520,1950,0.189236111,4,0.210818511,1,1
dates,4,Print Press,39,1440,1698.75,1600,258.75,160,6,2,4.5,2.5,209.8561015,0,0,1450,1880,0.1796875,4,0.316227766,1,0.5
dates,6,Toilet,1,1596,1852.5,1891.25,256.5,295.25,6,2.25,4.25,2,49.91659711,2.5,0.050083542,1800,1900,0.160714286,4,0.105409255,0,0.25
dates,6,Toilet,2,1596,1793.333333,1881.666667,197.3333333,285.6666667,5.666666667,2.333333333,5.666666667,3.333333333,167.4315781,14.43375673,0.086206897,1600,1890,0.123642439,3,-0.5,0,0
dates,6,Toilet,3,1596,1910,1910,314,314,5.666666667,3,3,0,17.32050808,17.32050808,1,1900,1930,0.196741855,3,-0.866025404,0,0.333333333
dates,6,Toilet,4,1596,1862.5,1895,266.5,299,4.75,3.75,4.25,0.5,53.77421935,26.45751311,0.492011106,1810,1930,0.16697995,4,-0.2,0,0
dates,6,Toilet,5,1596,1891,1903,295,307,6,2,2.2,0.2,30.49590136,4.472135955,0.146647115,1840,1920,0.184837093,5,0.223606798,0,0.2
dates,6,Toilet,6,1596,1893,1865,297,269,5.2,2.6,5,2.4,29.06888371,13.69306394,0.47105572,1850,1930,0.186090226,5,-0.289473684,1,0.8
dates,6,Toilet,7,1596,1895.25,1901.25,299.25,305.25,5.25,3.5,3.25,-0.25,66.1078664,40.90130397,0.618705552,1801,1950,0.1875,4,-0.316227766,0,0.5
dates,6,Toilet,8,1596,1888,1860,292,264,5.5,3.75,4.25,0.5,54.79659357,21.60246899,0.394230144,1810,1930,0.182957393,4,0.2,1,0.75
dates,6,Toilet,9,1596,1877.8,1885,281.8,289,4.4,4.6,5.8,1.2,35.83573635,6.123724357,0.170883174,1840,1924,0.176566416,5,0.707106781,0,0.4
dates,6,Toilet,10,1596,1848,1823,252,227,6.2,1.6,3.8,2.2,99.34787366,6.708203932,0.06752237,1700,1980,0.157894737,5,0.630893268,1,0.8
dates,6,Toilet,11,1596,1906,1898.25,310,302.25,5.25,2.75,3.75,1,24.31734635,3.774917218,0.155235574,1878,1937,0.194235589,4,-0.632455532,1,0.5
dates,6,Toilet,13,1596,1833.2,1869,237.2,273,5.4,2.8,4.2,1.4,130.7811148,44.91658936,0.343448589,1600,1901,0.148621554,5,0.307793506,0,0.4
dates,6,Toilet,14,1596,1908.75,1882.5,312.75,286.5,5.5,2.5,4.75,2.25,10.30776406,55,5.335783751,1895,1920,0.195958647,4,0,1,0.5
dates,6,Toilet,15,1596,1894,1891.25,298,295.25,5,3,3.5,0.5,11.43095213,3.201562119,0.280078342,1880,1906,0.186716792,4,-0.948683298,1,0.5
dates,6,Toilet,16,1596,1873.333333,1860,277.3333333,264,5.666666667,2.333333333,3.666666667,1.333333333,70.23769169,52.91502622,0.753370804,1800,1940,0.173767753,3,-1,1,0.333333333
dates,6,Toilet,17,1596,1826.25,1837.5,230.25,241.5,5.75,3.25,3.25,0,92.85966114,12.58305739,0.135506174,1710,1925,0.144266917,4,0.948683298,0,0.5
dates,6,Toilet,18,1596,1895,1896.75,299,300.75,4.5,4.75,4.75,0,32.40370349,10.4363148,0.322071667,1865,1940,0.187343358,4,-0.6,0,0.25
dates,6,Toilet,19,1596,1904,1907,308,311,6,2.5,3.5,1,12.54325848,8.406346809,0.670188438,1890,1920,0.192982456,4,-0.6,0,0.25
dates,6,Toilet,20,1596,1872.75,1900,276.75,304,5.25,3.25,4.5,1.25,44.58232086,17.96292478,0.402915874,1820,1918,0.173402256,4,0.632455532,0,0.25
dates,6,Toilet,21,1596,1907.333333,1913.333333,311.3333333,317.3333333,5.333333333,3,4,1,6.429100507,15.27525232,2.375954817,1900,1912,0.195071011,3,1,0,0
dates,6,Toilet,22,1596,1872.5,1896,276.5,300,5.25,2.25,3.5,1.25,58.09475019,5.830951895,0.100369687,1790,1925,0.173245614,4,0.25819889,0,0.25
dates,6,Toilet,23,1596,1867.25,1862,271.25,266,4.75,3.25,5,1.75,112.1468531,108.012345,0.963133088,1700,1940,0.16995614,4,-0.316227766,1,0.5
dates,6,Toilet,24,1596,1894.25,1905.75,298.25,309.75,5.25,3,4.5,1.5,43.7673775,9.42956344,0.215447303,1830,1927,0.186873434,4,0.4,0,0.25
dates,6,Toilet,25,1596,1848,1898,252,302,5.4,2.4,4.6,2.2,140.605832,4.472135955,0.031806191,1600,1950,0.157894737,5,-0.648885685,0,0.2
dates,6,Toilet,26,1596,1850.4,1734,254.4,138,6,2.4,4,1.6,101.5027093,147.9188967,1.457290132,1670,1906,0.159398496,5,0.763157895,1,0.6
dates,6,Toilet,27,1596,1820.8,1820.8,224.8,224.8,4.6,3.8,4.6,0.8,180.5857137,180.3640762,0.998772674,1500,1932,0.14085213,5,-0.552631579,0,0.2
dates,6,Toilet,28,1596,1772.8,1855.8,176.8,259.8,6,2.6,3.4,0.8,156.7456538,29.96998498,0.191201378,1500,1874,0.110776942,5,-0.052704628,0,0.2
dates,6,Toilet,29,1596,1797.8,1803,201.8,207,5.2,3.6,3.2,-0.4,159.3869505,80.43631021,0.504660576,1525,1920,0.126441103,5,0,0,0.6
dates,6,Toilet,30,1596,1842.6,1863.2,246.6,267.2,5.6,2,3.8,1.8,102.9577583,95.42379158,0.926824682,1679,1927,0.154511278,5,-0.111803399,0,0.4
dates,6,Toilet,31,1596,1855.5,1859.333333,259.5,263.3333333,6,2.166666667,3.333333333,1.166666667,39.3433603,25.12104032,0.638507746,1804,1900,0.162593985,6,-0.64807407,0,0.333333333
dates,6,Toilet,32,1596,1902.5,1900,306.5,304,4.25,4.25,4.5,0.25,5,0,0,1900,1910,0.192042607,4,0.816496581,1,0.25
dates,6,Toilet,33,1596,1853.75,1863.75,257.75,267.75,5.25,3,3.5,0.5,74.54025758,11.08677891,0.148735452,1750,1915,0.161497494,4,0.632455532,0,0.5
